#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

ARRANGE_BETROTHAL_DESC;Arrange a betrothal with one of the most eligible potential spouses in Cerilia.;Arrangez des fianÁailles avec l'une des personnes les plus en vue de Cerilia.;Arrangiert ein Verlˆbnis mit einer der meistumworbenen unverheirateten Personen Cerilia.;;Concierta esponsales con uno de los cÛnyuges m·s aptos de Poniente.;;;;;;;;;x
ARRANGE_MARRIAGE_DESC;Arrange a marriage with one of the most eligible potential spouses in Cerilia.;Arranger un mariage avec l'un des meilleurs conjoints potentiels de Cerilia;;;;;;;;;;;;x
ARRANGE_BETROTHAL_DESC;Arrange a betrothal with one of the most eligible potential spouses in Cerilia.;Arranger des fianÁailles avec l'un des meilleurs conjoints potentiels de Cerilia;;;;;;;;;;;;x
investiture_law;Faith Authority;;;;;;;;;;;;;x
investiture_law_desc;This law determines what powers the Archprelate and the Faith holds within the realm;;;;;;;;;;;;;x
investiture_law_0;Minimum Faith Authority;;;;;;;;;;;;;x
investiture_law_0_option;Min;Min;;;;;;;;;;;;x
investiture_law_0_desc;The Archprelate has very little power within the realm, lacking authority to even appoint his own Priests.;;;;;;;;;;;;;x
investiture_law_1;Established Faith Authority;;;;;;;;;;;;;x
investiture_law_1_option;Established;;;;;;;;;;;;;x
investiture_law_1_desc;The Archprelate has some power within the realm, being able to fully nominate Priests.;;;;;;;;;;;;;x
CHURCH_INVESTITURE;Only the Archprelate may appoint Priests\n;;;;;;;;;;;;;x
FREE_INVESTITURE;Any liege lord may appoint Priests\n;;;;;;;;;;;;;x

EVTOPTALoR.886;Tell us more about this mythical realm of Aduria.;;;;;;;;;;;;;x

##This WIP
title_fraticelli_cardinal;High Priest;;;;;;;;;;;;;x
title_fraticelli_cardinal_desc;High Priest;;;;;;;;;;;;;x

##Jeanne d'Arc localisaiton override

EVTNAME_SoA_5353;[FromFrom.GetFirstName], the Maid of [From.GetName];[FromFrom.GetFirstName], la pucelle de [From.GetName];[FromFrom.GetFirstName], die Jungfrau von [From.GetName];;[FromFrom.GetFirstName], la Doncella de [From.GetName];;;;;;;;;x
EVTDESC_SoA_5353;My [Root.GetLordLady], there are strange tidings from the province of [From.GetName]. As our country suffers under the strain of war, a young woman has come forward and declared that [Root.Religion.GetRandomGodName] has spoken to her and instructed her to deliver us from the enemies of our land. She wears an almost celestial-looking armour, wields a shinning sword and rides with the soldiers. Her name is [FromFrom.GetFullName] and she is said to be approaching your court at this very moment to offer her services to you as a leader in the war.\n\nSurely, it's an absurd notion that a young peasant woman should take the role of marshal or general of the [Root.GetTitle]'s armies?;;;;;;;;;;;;;x
EVTOPTA_SoA_5353;Let us receive her and see what she can do for us.;Parlons-lui, voyons ce qu'elle peut faire.;Lasst uns sehen, was sie fÅE uns tun kann.;;Recib·mosla y veamos en quÅEpuede ayudarnos.;;;;;;;;;x
EVTDESC_SoA_5355;My [Root.GetTitle], the lords of the Realm complain. They think it most unfitting and strange that a young maid of low birth is allowed such a prominent position when there are noble lords aplenty who are much more well prepared and competent to lead your armies. Some of them are asking if you are doing this deliberately to insult them.\n\nThere is also the issue of her claiming to be personally sent by [Root.Religion.GetRandomGodName] - it sounds rather heretical.;Mon/ma [Root.GetTitle], les seigneurs du royaume sont en colËre. Ils pensent qu'il est fort inappropriÅEet Ètrange qu'une jeune femme de basse extraction soit autorisÈe ÅEoccuper une place si prestigieuse alors qu'il existe de nombreux nobles bien plus compÈtents et bien mieux prÈparÈs pour diriger vos armÈes. Certains se demandent si vous avez pris cette dÈcision dÈlibÈrÈment pour les insulter.\n\nEt puis il y a ces propos qu'elle tient, quand elle dit que [Root.Religion.GetRandomGodName] l'envoie... Si vous voulez mon avis, on frÙle l'hÈrÈsie.;Mein [Root.GetTitle], die FÅEsten des Reiches sind ungehalten. Sie halten es fÅE seltsam und unpassend, dass ein M‰dchen von niedriger Geburt Eure Armeen anfÅErt, wo doch so viele Kandidaten hˆheren Standes bereitstÅEden. Einige denken, es sei ein absichtlicher Affront Eurerseits.\n\nAuﬂerdem werden angesichts ihrer Behauptung, im Auftrag [Root.Religion.GetRandomGodName] zu handeln, VorwÅEfe der Ketzerei laut.;;Mi [Root.GetTitle], los seÒores del Reino se quejan. Consideran impropio y extraÒo que una joven doncella de baja cuna pueda ostentar tan relevante posiciÛn cuando hay montones de nobles mucho m·s preparados y competentes para dirigir vuestros ejÈrcitos. Algunos preguntan si lo hacÈis deliberadamente para insultarlos.n\nTambiÈn estÅEla cuestiÛn de que afirma que [Root.Religion.GetRandomGodName] la ha enviado personalmente. Resulta bastante herÈtico.;;;;;;;;;x
EVTDESC_SoA_5357;One evening at court, [From.GetFirstName] approaches you and asks to speak with you in private. You agree and the both of you sit down for a talk in your chambers. [From.GetFirstName] speaks to you of her visions of [Root.Religion.GetRandomGodName] and her quest to save the country from the enemy. She speaks with passion, her simple honesty and forceful zeal both coming across as she looks you in the eyes. She declares her fierce loyalty and love for you as the chosen [Root.GetTitle]. You are quite impressed by her passion, intelligence and sincerity.;Un soir ÅEla cour, [From.GetFirstName] demande ÅEvous parler en privÅE Vous acceptez, et vous voilÅEtous les deux ÅEdiscuter dans vos appartements. [From.GetFirstName] vous parle de ses visions du [Root.Religion.GetRandomGodName] et de sa quÍte pour sauver le pays de la menace ennemie. Elle parle avec passion, son honnÍtetÅEbrute et son zËle audacieux transparaissent lorsqu'elle vous regarde droit dans les yeux. Elle vous dÈclare sa loyautÅEet son amour sans failles ÅEvous, que Dieu a choisi. Sa passion, son intelligence et sa sincÈritÅEfont forte impression sur vous.;Eines Abends bei Hof bittet [From.GetFirstName] Euch um eine private Unterredung. Ihr stimmt zu und in vertraulicher Umgebung erz‰hlt Euch [From.GetFirstName] von [Root.Religion.GetRandomGodName] und ihrem heiligen Auftrag. Sie spricht voller Leidenschaft und ihre schlichte, fromme Ehrlichkeit rÅErt Euer Herz. Sie erkl‰rt ihre unbedingte Loyalit‰t gegenÅEer Euch, dem rechtm‰ﬂigen [Root.GetTitle]. Ihre Leidenschaftlichkeit, Intelligenz und Ernsthaftigkeit beeindrucken Euch zutiefst.;;Una tarde en la corte, [From.GetFirstName] se os acerca y pide hablaros en privado. Acept·is y os sent·is a hablar en vuestros aposentos. [From.GetFirstName] os habla de sus visiones de [Root.Religion.GetRandomGodName] y su misiÛn de librar al pa˙ê del enemigo. Habla con pasiÛn. ComprendÈis su sencilla honestidad y su enÈrgico entusiasmo en cuanto os mira a los ojos. Declara su lealtad fiera y amor hacia vos como el [Root.GetTitle] elegido. Qued·is impresionado ante su pasiÛn, inteligencia y sinceridad.;;;;;;;;;x
EVTDESC_SoA_5358;[FromFrom.GetFirstName] looks at you seriously. 'I hope you have been listening, my [Root.GetLordLady]. The country is hurting and you, its rightful sovereign, is the one to mend it. I shall aid you, this is the mission I have been given by [Root.Religion.GetRandomGodName].';[FromFrom.GetFirstName] vous regarde avec une expression sÈrieuse. ''J'espËre que vous m'avez ÈcoutÈe attentivement, mon/ma [Root.GetLordLady]. Le pays souffre et vous, qui le dirigez, vous devez le guÈrir. Je vous aiderai, c'est la mission que [Root.Religion.GetRandomGodName] m'a donnÈe.'';[FromFrom.GetFirstName] schaut Euch ernst in die Augen. 'Ich hoffe, Ihr habt zugehˆrt, mein [Root.GetLordLady]. Das Land leidet und nur Ihr, sein rechtm‰ﬂiger Souver‰n, kˆnnt es heilen. Ich werde Euch bei dieser Mission helfen, ganz wie es mir unser Herr, [Root.Religion.GetRandomGodName], aufgetragen hat.';;[FromFrom.GetFirstName] os mira con seriedad. ìEspero que hay·is estado escuchando, mi [Root.GetLordLady]. El pa˙ê sufre y vos, su legitimo soberano, sois el indicado para solucionarlo. Os ayudare es la misiÛn que nuestro [Root.Religion.GetRandomGodName], me ha encomendado.ÅE;;;;;;;;x
EVTDESC_SoA_5359;[FromFrom.GetFirstName] looks at you with tears of joyous fervour in her eyes. 'My [Root.GetLordLady], you are the highest and also the wisest [Root.GetManWoman] in the realm. [Root.Religion.GetRandomGodName] shall guide you through me, and the people shall be saved. With the sword of righteousness in my hand, guided by your wisdom and the will of [Root.Religion.GetRandomGodName], we will be victorious!;[FromFrom.GetFirstName] vous regarde, les yeux brillants de joie et de ferveur. ''Mon/ma [Root.GetLordLady], la personne la plus sage et la plus puissante sur terre. [Root.Religion.GetRandomGodName] vous guidera ÅEtravers moi et le peuple sera sauvÅE Avec l'ÈpÈe de la justice en main, guidÈe par votre sagesse et par la volontÅEde [Root.Religion.GetRandomGodName], je triompherai !;Mit Freudentr‰nen in den Augen schaut [FromFrom.GetFirstName] Euch an. 'Mein [Root.GetLordLady], Ihr seid der wichtigste und weiseste [Root.GetManWoman] im Reich. Gott wird mit Euch sein, wenn Ihr mir folgt, und Euer Volk wird gerettet werden. Mit dem Schwert der Gerechtigkeit in meiner Hand, gefÅErt von Eurer Weisheit und mit der Hilfe [Root.Religion.GetRandomGodName] werden wir siegreich sein!;;[FromFrom.GetFirstName] os mira con l·grimas de fervor feliz en sus ojos. ìMi [Root.GetLordLady], sois el [Root.GetManWoman] m·s grande y sabio del reino. Dios os guiara a travÈs de my la gente se salvare Con la espada de la rectitud en mi mano, guiado por vuestra sabiduria y la voluntad de [Root.Religion.GetRandomGodName], °saldremos victoriosos!;;;;;;;;;x
EVTDESC_SoA_5360;[FromFrom.GetFirstName] stands up, a shocked and bewildered expression or her face. 'My [Root.GetLordLady], your accusation wounds me most deeply! I have heard evil things said of me, but did not think I would hear it from you. Still, I remain adamant with my loyalty to you, for [Root.Religion.GetRandomGodName] is stronger than [Root.Religion.GetRandomEvilGodName] who has corrupted your devotion. I shall always remain your servant, my [Root.GetLordLady]'.\n\nWith these last words, [FromFrom.GetFirstName] kneels before you, tears of sorrow streaming down her face.;;;;;;;;;;;;;x
EVTDESC_SoA_5361;[FromFrom.GetFirstName] quietly sits down next to you and looks into your eyes. As you embrace her and kiss her, she shudders and whispers: 'My Lord, see how my hands tremble at your touch. Just as I felt this immense joy mixed with bewilderment when [Root.Religion.GetRandomGodName] first spoke to me, so do I now feel my blood rushing in the same way in your presence. It seems to me that it is the will of [Root.Religion.GetRandomGodName] that we shall be together.';;;;;;;;;;;;x
EVTDESC_SoA_5362;[FromFrom.GetFirstName] recoils away from your advances, her eyes expressing surprise, sorrow and anger as she looks at you. 'My Lord, I did not think [Root.Religion.GetRandomEvilGodName] would have sown such dark seeds in you as to try and impose on my chastity! I belong to [Root.Religion.GetRandomGodName] and to no man. Rest assured, my Lord - my loyalty to you is untouched, but so shall my body also remain, lest it be the touch of cold steel and martyrdom.';;;;;;;;;;;;x
EVTDESC_SoA_5368;Your [Root.GetLordSpiritualName] [Root.job_spiritual.GetFullName] approaches you one morning for a candid conversation: 'My [Root.GetLordLady], there is much displeasure among the clergy at the elevation of this young woman, [From.GetFirstName]. The things she says are considered heretical by some in the Church, and others, frankly, see their positions threatened by one of such low birth and meager schooling gaining so much prestige. I would advise you to consider whether it is worth protecting this young lass at so great a potential cost.';;;;;;;;;;;;x
EVTDESC_SoA_5370;These are unusual times. [From.GetFirstName]'s influence is felt all around, wherever you go. There is a surge in religiosity among the commoners, who see her as a national saviour and almost a [Root.GetRandomGodName]-figure. Among the nobles many are charmed by her pious innocence and energetic zeal, in spite of most of them also viewing her as a dangerous upstart. Meanwhile, the clergy is divided, some seeing a heretic and others a saint.;Nous vivons une Èpoque peu commune. L'influence de [From.GetFirstName] se fait sentir oÅEque vous alliez. Le peuple conna˚ë un regain de religiositÅEet la voit comme un sauveur national, presque comme le [Root.GetRandomGodName] lui-mÍme. Parmi les nobles, nombreux sont ceux qui sont tombÈs sous le charme de son innocence pieuse et de son zËle Ènergique, mÍme si la plupart la considËrent comme une dangereuse arriviste. Quant au clergÅE il est divisÅE: certains voient en elle une hÈrÈtique, d'autres une sainte.;Es sind seltsame Zeiten. Der Einfluss von [From.GetFirstName] ist spÅEbar, wo man hinkommt. Eine Welle der Religiˆsit‰t hat das einfache Volk erfasst und man schaut zu ihr auf wie zu einem [Root.GetRandomGodName]. Der Adel ist angetan von ihrer frommen Unschuld und dem tatkr‰ftigen, religiˆsen Eifer, auch wenn man sie vielerorts fÅE einen gef‰hrlichen Emporkˆmmling h‰lt. Der Klerus ist in ihrer Frage gespalten. W‰hrend die einen sie fÅE eine Heilige halten, ist sie fÅE andere schlicht eine Ketzerin.;;Son tiempos poco corrientes. La influencia de [From.GetFirstName] se percibe en todas partes, allÅEdonde estÈis. Hay una oleada de religiosidad entre la plebe, que la considera una salvadora nacional y casi una figura de [Root.GetRandomGodName]. Entre los nobles, muchos est·n hechizados por su inocencia p˙} y su enÈrgico entusiasmo, pero la mayor˙} la ve como una advenediza peligrosa. Mientras, el clero estÅEdividido: algunos la ven como una hereje y otros, como una santa.;;;;;;;;;x
EVTOPTC_SoA_5373;Not noble enough? Bring her before me and I shall award her lands!;;;;;;;;;;;;x
EVTDESC_SoA_5391;[From.GetFirstName] has been put on trial for heresy. She claims to be sent by [Root.GetRandomGodName], to be his messenger. She is accused of being sent by [Root.GetRandomEvilGodName], and of claiming to be [Root.GetRandomGodName]'s daughter, and of sinning by wearing men's attire, among other things. The judges come mostly from the clergy, and they begin a hard line of questioning against the young woman. There is unrest outside the castle where the trial is held, as many followers have come to pray for her and express their belief in her innocence. This trial seems set to last for a while.;;;;;;;;;;;;;x
EVTDESC_SoA_5392;[From.GetFirstName] has been put through long sessions of questioning for over a month now. After much deliberation on the law and theology and evaluation of testimony the case still seems unclear to many. It all seems to come down to whether you want to believe that she is a messenger of [Root.GetRandomGodName] or of [Root.GetRandomEvilGodName]. Or perhaps it's more down to whether it is politically expedient to convict her or not. Young [From.GetFirstName] herself has assumed a position of sorrowful fatalism. She says she has seen her fate in a vision and that she knows what is to come.\nThe crowds surrounding the trial all await the verdict with tension. If [From.GetFirstName] were to be aquitted, the humiliation of the trial itself surely signifies that she has fallen from royal grace and will never come back to hold the position she once did. But in the case of a conviction, a gruesome death by burning at the stake is certain to be the fate that awaits her. There is little mercy for heretics.;[From.GetFirstName] subit un interrogatoire intense depuis plus d'un mois maintenant. AprËs de longues dÈlibÈrations impliquant des textes de lois, des points de thÈologie et l'Èvaluation des tÈmoignages, l'affaire para˚ë encore obscure ÅEbeaucoup. Il semble que le facteur dÈcisif soit votre dÈcision de croire si elle est une envoyÈe de [Root.GetRandomGodName] ou du [Root.GetRandomEvilGodName]. En d'autres termes, il revient ÅEvous de dÈcider s'il est prÈfÈrable, politiquement parlant, de la faire condamner ou innocenter. La jeune [From.GetFirstName] s'est quant ÅEelle rangÈe du cÙtÅEde la fatalitÅE Elle raconte qu'elle a vu son destin en songe et qu'elle sait ce qui l'attend.\nLa foule autour du tribunal attend le verdict avec tension. Si [From.GetFirstName] Ètait acquittÈe, l'humiliation subie par le procËs suffirait en elle-mÍme ÅEprouver que le roi l'a abandonnÈe et qu'elle n'aurait plus jamais le rÙle qui Ètait le sien. Mais si elle est condamnÈe, le destin qui l'attend sera une mort atroce, br˚lÈe vive. Les hÈrÈtiques ne connaissent pas la misÈricorde.;Nach mehr als einem Monat der Befragung [From.GetFirstName], ausfÅErlicher Beratung ÅEer Recht und Theologie und nach Auswertung der Zeugenaussagen sind noch immer nicht alle zu einer klaren Ansicht ÅEer diesen Fall gelangt. Die zentrale Frage ist, ob man sie fÅE eine Botschafterin [Root.GetRandomGodName] oder des [Root.GetRandomEvilGodName] halten mˆchte. Vielleicht ist es aber auch eine Entscheidung des politischen KalkÅEs, ob man sie einsperren mˆchte oder nicht. Die junge [From.GetFirstName] selbst gibt sich einem kummervollen Fatalismus hin. Sie behauptet, ihr Schicksal in Visionen gesehen zu haben und zu wissen, was ihr bevorsteht.\nDie Volksmenge, die sich am Prozessort versammelt hat, erwartet voller Spannung die VerkÅEdung eines Urteils. Auch wenn [From.GetFirstName] freigesprochen wird, so ist ihr Ansehen aufgrund der Anklage doch so sehr besch‰digt, dass sie nicht zu ihrem alten Status zurÅEkfinden wird. Wird sie allerdings schuldig gesprochen, so wird der qualvolle Tod auf dem Scheiterhaufen ihr Schicksal sein. Denn auf Gnade kann ein Ketzer nicht rechnen.;;[From.GetFirstName] ha sido sometida a largas sesiones de interrogatorios durante m·s de un mes ya. Tras muchas deliberaciones acerca de la ley y la teologia y tras evaluar su testimonio, el caso sigue sin estar claro para muchos. Parece que todo se reduce a si querÈis creer que es una mensajera de [Root.GetRandomGodName] o de [Root.GetRandomEvilGodName]. O quizÅEla cuestiÛn sea si resulta oportuno pol˙ëicamente declararla culpable o no. La joven [From.GetFirstName] ha asumido una postura fatalista y afligida. Dice que ha visto su destino en una visiÛn y que sabe lo que estÅEpor venir.\nLa muchedumbre que se concentra alrededor del juicio espera el veredicto con tensiÛn. Si [From.GetFirstName] fuera absuelta, la humillaciÛn del propio juicio significa sin duda que ha perdido la gracia real y nunca recuperarÅEla posiciÛn que una vez tuvo. Pero en caso de condena, le aguarda una muerte espantosa, quemada en la hoguera. La misericordia para los herejes es escasa.;;;;;;;;;x
EVTOPTA_SoA_5394;May [Root.GetRandomGodName] have mercy on her soul.;;;;;;;;;;;;;x

## Sheps Crusade
## Its fine as is, but can be renamed later for something more immersive or fitting BR

SHEPHERDS_CRUSADE;The Shepherds' Crusade;;;;;;;;;;;;;x

##More SoA stuff

EVTDESC_SOA_2709;The Guardian's of The Holy Orthodox has been founded. Their mission, to protect Haelyn followers and the holy Book of Laws.;;;;;;;;;;;;;x
EVTDESC_SOA_2730;The Guardian's of The Holy Orthodox have attracted the attention of your son.;;;;;;;;;;;;;x
EVTDESC_SOA_2731;The Guardian's of The Holy Orthodox have attracted the attention of your kin.;;;;;;;;;;;;;x
EVTTOOLTIP_SOA_2732;Your kin will join the Guardians of Holy Orthodox.;;;;;;;;;;;;;x
EVTTOOLTIP_SOA_1033;Your kin will not join the Guardians of Holy Orthodox.;;;;;;;;;;;;;x
EVTDESC_SOA_2732;I shall make [Root.Religion.GetRandomGodName] proud!;;;;;;;;;;;;;x

##Deaths

adventuring_death;while on an adventure;;;;;;;;;;;;;x
on_current_quest_death;while on an quest or probably went missing;;;;;;;;;;;;;x
soft_death;of poor health;;;;;;;;;;;;;x
fragile_death;of fragile health;;;;;;;;;;;;;x
bloodthefted_death;in a blood sacrifice;;;;;;;;;;;;;x

##MISC

CHAR_STATUS_PILGRIM;ßY$NAME$ß! is not at court. A regent rules in his name.;;;;;;;;;;;;;x
